,ID,Text,Englisch
61,SU17BE,"Ich denke, dass man viele Sachen über das Prinzip „Pädagogische Diagnostik“ lernen kann. Jedoch sind paar Erklärungen dieser Definitionen sehr konkret. Man kann eigentlich die Behandlung des Problems der Beispielaufgabe flexibler lösen. Die Videos des Themas haben schon mit Beispielen das Thema besser als die abstrakten Definitionen aus den Folien erklärt. ","I think that many things can be learned about the principle of ""pedagogical diagnostics"". However, a few explanations of these definitions are very specific. You can actually solve the treatment of the problem of the example task more flexibly. The videos of the topic have already explained the topic better than the abstract definitions from the foils with examples."
62,,"Vor der Bearbeitung der Thematik empfand ich das Thema als schwer greifbar. Die Thematik erschien mir zu theoretisch, um praktisch angewandt zu werden. Während der Bearbeitung der Vorlesungsfolien fand ich es etwas schwierig das gelesene in die Realität zu überführen. Die verschiedenen Beispiele haben mir deshalb sehr geholfen, vor allem die Fallbeispiele. Dadurch wurde das Thema viel relevanter und greifbarer. Die Aufgaben fand ich gut lösbar, sie haben mir geholfen das Gelernte zu vertiefen.","Before processing the topic, I found the topic difficult to reach. The topic seemed too theoretically to me to be used in a practical way. During the processing of the lecture foils, I found it a little difficult to convert the read to reality. The various examples therefore helped me a lot, especially the case studies. This made the topic much more relevant and tangible. I found the tasks easy to solve, they helped me to deepen what they have learned."
63,MA04HE,"Bei der zweiten Aufgabe bin ich exakt so vorgegangen, wie bei der ersten Aufgabe. Hier konnte ich mir den Stoff der Vorlesung etwas besser merken, als bei der ersten Aufgabe, sodass ich nur noch einzelne Stichpunkte bei der erneuten Bearbeitung einfügen musste. Hier bearbeitete ich die Aufagbe zunächst ohne meine Notitzen, da mich das Themengebiet sehr interessierte, konnte ich mir einige Informationen schon merken. Nachdem ich das Beispiel zum Ersten Mal durchgearbeitet hatte, legte ich meine Notizen neben mich und ergänzte einzelne Stichpunkt. Abschließend laß ich mir meine Ausarbeitung durch und suchte noch nach Rechtschreib- und Grammatikfehlern. Damit inhaltlich alles stimmte ging ich nochmal alle Folien durch. Danach verglich ich meine Ausarbeitung mit der Musterlösung","In the second task, I went precisely as with the first task. Here I was able to remember the substance of the lecture a little better than the first task, so I only had to insert individual key points when working again. Here I initially worked on the appointment without my notes because the topic was very interested in me, I was able to remember some information. After working through the example for the first time, I put my notes next to myself and added a single key point. Finally, I have my elaboration through and searched for spelling and grammar errors. So that everything was right in terms of content, I went through all the foils again. Then I compared my elaboration with the sample solution"
64,Cl18He,"Ich habe mir die Folien zum Themenbereich aufmerksam durchgelesen und mich wichtige Punkte notiert. Dann habe ich mir eine kleine Mindmap erstellt, um die richtigen Punkte für Die Aufgabenstellung herauszufiltern. Ich habe mich ein bisschen überfordert von all den Begriffen gefühlt, aber das hat sich gelegt nachdem ich mir einen Überblick über das Thema geschaffen habe. Ich bin gut mit den Lerninhalten zurechtgekommen und habe nach anfänglichen Schwierigkeiten die Begriffe gut zuordnen können. Ich habe mir das Fallbeispiel gut durchgelesen und die Handlungsverläufe von Frau Klammer analysiert. Danach habe ich geschaut, welche Begriffe oder Möglichkeiten es noch gibt, die im Beispiel noch nicht genannt wurden. Ich bin zufrieden mit dem Lernergebnis, obwohl ich mir sicher bin, dass ich die Begrifflichkeiten und Möglichkeiten, an bessere Ergebnisse zu kommen, noch genauer lernen muss. Ich finde, ich habe die schriftliche Aufgabe gut erledigt und bin zufrieden","I read the films carefully about the subject area and wrote down important points. Then I created a small mind map to filter out the right points for the task. I felt a bit overwhelmed by all the terms, but that subsided after I created an overview of the topic. I got along well with the learning content and were able to assign the terms well after initial difficulties. I read through the case study well and analyzed Ms. Klammer's course of action. After that I looked at the terms or possibilities that still exist that have not yet been mentioned in the example. I am satisfied with the learning result, although I am sure that I have to learn more precisely. I think I have done the written task well and I am satisfied"
65,Ma02Me,"Anfangs wusste ich noch nicht so viel über dieses Thema. Es wurde jedoch vertieft mit der Bearbeitung der Aufgaben. Die Aufgabenstellungen fand ich sehr oberflächlich gestellt und ich wusste nicht genau was eigentlich verlangt wurde, und was ich schreiben sollte. Der Erwartungshorizont war schlecht ersichtlich. Auch weiß ich nicht, ob man Benotungseinheiten abgezogen bekommt, wenn man die Tipps nutzt. Trotz allem, denke ich, dass die Aufgabe zufriedenstellend gelöst wurde. Ich bin an die Aufgabe mithilfe der Vorlesung und den Folien herangegangen und habe mich erst überfordert gefühlt, weil es ein großer Umfang war. Ich wusste auch erst nicht, ob Stichpunkte oder ein Fließtext verlangt wurde. Auch wusste ich nicht, ob man es strukturiert nach Folien aufschreiben sollte oder allgemein auf den Fall beziehen und nur stückweise die Folien mit einbeziehen sollte. Ich habe mich dann für ersteres entschlossen und konnte durch die Strukturierung der Vorlesung gut und strukturiert arbeiten. Während der Arbeitsphase habe ich mich immer rückversichert, dass ich auch alles mit einbeziehe und habe am Ende ein (ich hoffe) gutes Ergebnis zusammenstellen können. Am Ende habe ich den Text noch überflogen und später hochgestellt.","At first I didn't know that much about this topic yet. However, it was deepened with the processing of the tasks. I found the tasks very superficially and I didn't know exactly what was actually required and what I should write. The expectation horizon was difficult to see. Nor do I know if you get grades when you use the tips. Despite everything, I think the task was solved satisfactorily. I approached the task with the help of the lecture and the film and only felt overwhelmed because it was a large scale. I also did not know whether key points or a body text was requested. I also did not know whether you should write it down according to foils or generally refer to the case and only include the foils. I then decided on the former and was able to work well and structured by structuring the lecture. During the work phase, I always reinsured myself that I also include everything and in the end I was able to put together a good result (I hope). In the end I scanned the text and put it up later."
66,si14nü,"Eingangs war ich von der Leichtgläubigkeit der Lehrkraft Fr. Kammer überrascht. Tatsächlich kenne ich aus dem realen Leben Lehrkräfte, welche Abfragen oder Kurztests dem eigentlichen Test voran ableisten lassen und diese Leistungserhebung dann als ungefähren Niveau- oder Wissensindex der Klasse verbuchen, wobei der folgende Test dann an jenem Ergebnis ausgerichtet wird. Bei Fr. Kammers Versuch durch Tafelabfragen einen Überblick über den durchschnittlichen Wissens- und Fähigkeitenstand der Klasse zu gewinnen, fiel mir allerdings sofort die scheinbare Willkür bei der Schülerauswahl auf. Es liest sich beinahe so, als hätte sie stets nur Freiwillige zur Tafel gebeten und somit ein falsches Bild gewonnen. Denn wie sie selbst sagt, über den Wissensstand der meisten SuS hätte sie keine Informationen gehabt. (Das Prinzip der Zusammenstellung einer aussagekräftigen Stichprobe dürfte uns Studierenden wohl auch schon zuvor bekannt gewesen sein).Ebenso verwundert wie Frau Kammer über die schlechten Ergebnisse des Tests war, so verwundert war ich über ihre Verwunderung. War doch absehbar, dass einige wenige Tafelabfragen niemals ein Ergebnis liefern würden, welches sich mit einem schriftlichen Test gleichsetzen lassen würde. Nach einem Lehramtsstudium, egal welcher Art, sollte eine Lehrkraft mit Klassenleitung durchaus dazu in der Lage sein, den eben genannten Gedankengang zu führen. Und ich betone; vorliegende Zeilen waren bereits meine Meinung und Haltung, bevor ich mich der VL „pädagogische Diagnostik“ widmete. Laienwissen sollte einer  Person mit Lehrverantwortung doch niemals den Rang ablaufen!? Als Lehrkraft sollte stets große Bemühung in den Versuch gesetzt werden, einen Überblick über die Leistungsstandards der Schützlinge zu bekommen, bei Frau Kammer war diese Bedingung von vorneherein nicht gegeben.","At the beginning I was surprised by the gullibility of the teacher Fr. Kammer. In fact, from real life, I know teachers who make queries or short tests on the actual test and then record this performance survey as an approximate level or knowledge index of the class, whereby the following test is then geared towards that result. At Ms. Kammer's attempt to gain an overview of the average knowledge and skills of the class through table queries, I immediately noticed the apparent arbitrariness when choosing a student. It almost reads as if she had always only asked for volunteers to the table and thus gained a wrong picture. Because as she says, she would have had no information about the level of knowledge of most pupils. (The principle of compiling a meaningful sample should have been known to us students before). It was foreseeable that a few table queries would never deliver a result that would be equated with a written test. After studying teaching, regardless of kind, a teacher with a class management should be able to lead the thought just mentioned. And I emphasize; The lines were already my opinion and attitude before I devoted myself to the VL ""Pedagogical Diagnostics"". Lay knowledge should never take place with a person with teaching responsibility!? As a teacher, great efforts should always be made to get an overview of the protégés' performance standards, and Ms. Kammer was not given this condition from the outset."
67,KA31NÜ,"Meine Schwierigkeiten bei der Bearbeitung lagen zunächst bei dem großen Themenfeld, dass zu behandeln war. Im ersten Moment ist einem gar nicht klar, wie genau man an die Sache rangeht.  Nach den ersten Startschwierigkeiten kam ich in den Bearbeitungsfluss bei dem ich mich nur der Frage stellen musste, wie ich das neu erworbene Wissen bezogen auf die Fragestellungen auf Papier bringen sollte. Dabei geholfen hatte mein Hintergrundwissen aus meiner Psychologievorlesung vergangenen Semesters. Genauso wie die Hilfestellung auf die man zurückgreifen konnte.  Alles in allem handelt es sich hierbei um eine völlig machbare Aufgabe, die ich rückblickend aus meiner Sicht zufriedenstellend gelöst habe. ","My difficulties in processing were initially with the large topic that had to be treated. At first it is not clear how exactly you go to the matter. After the first starting difficulties, I came to the machining flow where I only had to ask myself how I should put the newly acquired knowledge on paper in relation to the questions. My background knowledge from my psychology lecture last semester helped. Just like the help you could fall back on. All in all, this is a completely feasible task, which I have in retrospect in my view satisfactorily."
68,Ba09Ne,"Zuerst war es ein bisschen überfordert mich auf studon zurechtzufinden. Durch die Umstrukturierung der Seite war es anfangs schwierig  und auch der  Stress wegen der Jahresausstellung  an der Akademie. Ich habe mir die Aufgaben zunächst angeschaut und bin dann durch die Vorlesungsfolien gegangen. Viele Inhalte kamen mir sehr bekannt vor, weil ich das Semester davor Psychologie 1 hatte und somit war ich sehr vertraut mit den Informationen. Das abstrakt Gelernte auf ein Sachverhalt zu übertragen war auch anfangs ungewöhnlich für mich.  Während der Bearbeitung habe ich öfters die Aufgabe abgebrochen weil ich mir nicht richtig Zeit genommen habe aber als die Abgabefrist näher rückte hab ich mich in Ruhe hingesetzt. Das formulieren der Sätze war auch zunächst anstrengend weil die Inhalte nur Stichpunktartig in meinem Kopf gespeichert sind. Nach längeren Arbeiten hat sich das aber geregelt und so hab ich dann die Aufgabe behandelt. Das Ergebnis fühlt sich sehr intuitiv an und auch durch das Blockseminar habe ich viele rausziehen können. So konnte ich den Fall von Frau K. aus dem Bauch heraus filtern und  die fachlichen Inhalte darauf projizieren. Dadurch das ich für die Psychologie Klausur so intensiv gelernt hatte hat es auch irgendwie Spaß gemacht.","At first it was a bit overwhelmed to find my way around Studon. Due to the restructuring of the site, it was difficult at first and also the stress because of the annual exhibition at the academy. I first looked at the tasks and then went through the lecture foils. Many content seemed very familiar to me because I had the semester of psychology 1 and so I was very familiar with the information. The abstract learned to transfer to a matter was also unusual for me at the beginning. During the processing, I often broke off the task because I didn't really take my time but when the delivery period moved closer I sat down in peace. Formulating the sentences was also exhausting because the content is only stored in my head. After longer work, this regulated and so I treated the task. The result feels very intuitive and I was also able to pull out a lot through the block seminar. So I was able to filter the case of Ms. K. out of my stomach and project the technical content onto it. Because I had learned so intensely for the psychology of exams, it was somehow fun."
69,da14ba,"Allgemein ist das Themenfeld pädagogische Diagnostik von zentraler Bedeutung, weshalb ich es gut finde, sich separat im Rahmen des Portfolios sich intensiv auseinanderzusetzen. Ebenfalls entsteht durch die Verwendung des Portfolios ein höherer Kompetenzerwerb, da man mehr Zeit aufwendet und die gelernten Inhalte selbst anwenden und verstehen kann und sie nicht ausschließlich per Ankreuzaufgabe nachgewiesen und nach wenigen Tagen wieder vergessen werden. Zur Aufgabe eins möchte ich als erstes die Klärung des Begriffes kurz umreisen: In einer kurzen Skizze wird knapp, präzise und mit wenigen Sätzen argumentiert, weshalb mich die „Musterlösung“ mit mehreren Seiten sehr erstaunt hat. Ebenfalls finde ich die Aufgabe wenig sinnvoll, da zum Großteil Definitionen, Begriffserklärungen und anderweitige Sachinhalte rein reproduziert werden sollen. Dies geschieht im Sinne des Copy Paste und stellt außer umfangreicher Zeitverschwendung weder Wissen- und Kompetenzmehrung noch realistische Anwendungsbezüge zur späteren Aufgabe des Lehrerhandelns dar. Die zweite Aufgabe sehe ich deutlich positiver, da Sachelemente praxisnah angewendet werden sollen. Hierbei entstehen Kompetenzen, die im baldigen Praktikum und Referendariat genutzt werden können. Jedoch viel mehr es schwer, eine klare Struktur aus den Folien zu entnehmen. Die einzelnen Blöcke sind in sich zwar verständlich, aber fehlt es an einer übergeordneten Struktur, in der zum Beispiel klar ersichtlich wird, welche Bereiche nacheinander bearbeitet werden und in welchem Bezug diese zueinanderstehen. Eine sinnvolle Gliederung fände ich hier, indem die Analyse eines solchen Musterbeispiels in chronologischer Abfolge erfolgt. So stellt sich am Anfang die Fragen nach den Beteiligten Personen, Umweltvariablen, etc., bevor es in die Sachanlayse und Personenanlyse geht und zuletzt mögliche Fehlerbilder exemplarisch beschrieben und verbessert werden. Allgemein finde ich die Anwendungsbezogene nicht leistungsklassifizierte Bearbeitung zum Kompetenzerwerb des Feldes sinnvoll, jedoch würde ich in verschiedenen Punkten näher an die Realität (Lebensweltbezug) gehen und weniger steif alte, überholte Strukturen zur reinen Wissensabfrage anwenden.","In general, the topic of pedagogical diagnostics is of central importance, which is why I find it good to deal intensively separately as part of the portfolio. The use of the portfolio also creates a higher acquisition of competence, since you can use more time and use and understand the learned content yourself and you will not be proven exclusively by checking task and forgotten after a few days. The first thing I would like to go through the clarification of the term: In a short sketch it is briefly, precise and with a few sentences, which is why the ""sample solution"" was very amazed at me. I also find the task very useful, since the majority of definitions, conceptual declarations and other facts are to be reproduced purely. This happens in the sense of the Copy paste and, apart from extensive waste of time, does not represent any increase in knowledge and competence or realistic application references to the later task of teaching teacher. This creates competencies that can be used in the early internship and legal clerkship. However, much more it is difficult to remove a clear structure from the foils. The individual blocks are understandable in themselves, but there is a lack of a higher -level structure in which, for example, it is clearly evident which areas are processed one after the other and in what connection they are related. I would find a sensible structure here by the analysis of such a sample example in chronological sequence. In the beginning, the questions about the people involved, environmental variables, etc., before goes to the Sacherlayse and persons, and finally possible error images are described and improved as examples. In general, I find the application -related non -performance -class processing useful for acquiring the competence of the field, but in various points I would go closer to the reality (living environment) and use less stiff old, outdated structures for pure knowledge query."
70,RU09KI,"Da diese Vorlesung und die Aufgabe mein erster Kontakt mit etwas ist, dass man später praktisch im Unterricht anwenden kann, hat mich das Thema „Klassenmanagement und Umgang mit Störungen“ sehr interessiert. Ich war gespannt darauf, wie man damit umgeht, wenn etwas im Unterricht anders läuft als erwartet und was es für Möglichkeiten gibt etwaige Situationen vorzubeugen und bestenfalls gänzlich zu vermeiden. Zum Bearbeiten der Aufgabe hat mir der direkte Bezug auf das gegebene Beispiel sehr geholfen. Nach Bearbeitung des Materials aus der Vorlesung fiel mir der zweite Teil, das Reagieren, einfacher als der erste Teil des Analysierens. Dies kann jedoch auch dem geschuldet sein, dass ich durch persönliche Erfahrungen, Praktika o.Ä. mehr Erfahrung mit der Praxis gesammelt habe als mit der Theorie dahinter. Was mir während des Bearbeitens der Aufgabe noch etwas schwergefallen ist, ist die Konzentration, wenn ich Texte und andere Materialien am Bildschirm lesen muss. Durch die Aufgabe konnte ich mir noch einige Tipps aneignen um Situationen ggf. besser einordnen und angemessen reagieren zu können. Besonders gut fand ich dabei die Idee mit der Postbox, etwas das ich im späteren Berufsweg definitiv auch zur Verfügung stellen werde.","Since this lecture and the task of my first contact with something is that you can later use practically in class, I was very interested in the topic of ""Class management and dealing with disorders"". I was looking forward to how to deal with it when something is going differently than expected in class and what options are possible to prevent any situations and at best to avoid completely. To edit the task, the direct reference to the given example helped me a lot. After processing the material from the lecture, the second part, the reacting, fell easier than the first part of analyzing. However, this can also be due to the fact that I have gained more experience with practice through personal experiences, internships or similar than with the theory behind it. What was still difficult for me while working on the task is the concentration when I have to read texts and other materials on the screen. Through the task I was able to acquire some tips in order to be able to classify situations better and to be able to react appropriately. I found the idea with the postbox particularly good, something that I will definitely provide in the later career."
71,AN25FO,"Teilaufgabe 1: Das Feld der Pädagogischen Diagnostik strukturieren Ich finde an sich, dass ich die Aufgabe im Bezug auf die Frage gut gelöst habe. Die Definition zum Einstig finde ich sinnvoll, das fehlt bei mir. Ansonsten finde ich die in der Reflexion angegebenen Infos zu umfangreich, man sollte ja nur kurz skizzieren. Meine Lösung ist nicht falsch und kurz. Eine Überleitung zur zweiten Teilaufgabe schien mir aufgrund der Art der Aufgabenstellung nicht nötig. Dinge, auf die ich zusätzlich auf jeden Fall hätte eingehen können sind der Zweck der Diagnose, der Grad der Beteiligung und die Bezugsnorm. Etwas das ich auf jeden Fall noch mit reingenommen hätte, wenn in der Angabe nicht gestanden hätte „skizzieren Sie kurz“ sind die momentane Situation an Schulen und mögliche Messfehler. Ich habe mich auf die Tabelle in meiner Antwort fokussiert, da mir dies die zentralen Punkte schienen und ich versucht habe mich auf diese zu reduzieren. Teilaufgabe 2: Fallbeispiel Ich finde ich habe den momentanen Stand in Frau Klammers Klasse gut eingeschätzt. Ein paar Kriterien haben gefehlt, dafür habe ich noch andere, zusätzliche Punkte angebracht, die in der Reflexion nicht aufgegriffen werden und meiner Meinung nach wichtig sind (z.B. dass Abfragen oft nur Häppchenwissen prüfen). Dafür bin ich nicht auf die Bezugsnorm eingegangen und auf die Tatsache, dass es sich um eine Fremddiagnose handelt. Ich habe mich fälschlicherweise bei der Ausarbeitung dieser Teilaufgabe an der ersten orientiert, die ich Bewusst knappgehalten hatte. Meine Vorschläge für die Zukunft habe ich nicht von der Begründung getrennt, wie in der Reflexion, was ich persönlich aber gut finde, weil so mehr auf die einzelnen Punkte eingegangen werden kann. Ich finde ich hätte die Lösungen mehr den Problemen zuordnen können, damit besser ersichtlich ist, worauf genau ich gerade eingehe. Allgemein finde ich, dass ich die Aufgabe gut gelöst habe. Es sind eigentlich fast alle Infos vorhanden (natürlich nicht ganz in dem Umfang wie in der Reflexionsvorlage, aber ich finde eigentlich ausreichend). Mein größter Kritikpunkt ist, dass ich mehr und spezifischer auf Aufgaben mit diagnostischem Potential hätte eingehen können. Wenn ich mir vorstelle, dass das ein Feedback an mich wäre hätte ich mir konkretere Beispiele für die Umsetzung gewünscht. Alles in allem finde ich, dass ich in beiden Aufgabenteilen den Kern der Sache ganz gut getroffen habe und lediglich ein wenig ausführlicher hätte sein können.","Partial task 1: The field of pedagogical diagnostics structure I find that I have solved the task with regard to the question. I find the definition of the former sensible, that is missing for me. Otherwise, I find the information given in the reflection too extensive, you should only sketch briefly. My solution is not wrong and short. A transition to the second partial task did not seem necessary due to the type of task. Things that I could have also been able to deal with are the purpose of the diagnosis, the degree of participation and the reference standard. Something that I would definitely have taken in if the statement had not stood in the information ""Sketch briefly"" are the current situation in schools and possible measurement errors. I focused on the table in my answer, as this seemed to me the central points and I tried to reduce it to them. Partial task 2: Case study I think I have assessed the current status in Ms. Klammer's class well. A few criteria were missing, but I have attached other, additional points that are not taken up in reflection and, in my opinion, are important (e.g. that queries often only check snack knowledge). For this I did not respond to the reference standard and the fact that it is a foreign diagnosis. I falsely oriented myself to the first when preparing this partial task, which I had deliberately kept scarce. I did not separate my suggestions for the future from the reason, as in reflection, which I personally find good, because more points can be dealt with. I think I could have assigned the solutions to the problems more so that it is better to be seen, whereupon I am going to go into. In general, I think that I solved the task well. Almost all information is actually available (of course not entirely to the extent as in the reflection template, but I actually find sufficient). My biggest criticism is that I could have received more and more specifically on tasks with diagnostic potential. If I imagine that this would be a feedback on me, I would have liked more specific examples of the implementation. All in all, I think that in both parts of the task I hit the core of the matter quite well and could only have been a little more detailed."
72,BI07TR,"Die anzufertigende Skizze zum Themenfeld der pädagogischen Diagnostik fand ich erstaunlich hilfreich und war schnell anzufertigen (mithilfe der Folien). Auch für das Lernen der Folien erwies sie sich als hilfreich, weil beim Lernen im Digitalen oft das Überthema der Folie bei mir im Kopf verloren geht und die Infos damit nicht in die gröberen Themenstrukturen eingebettet sind. Die Aufgabe zu Frau Klammer war einfach zu bearbeiten. Während dem Bearbeiten fielen  mir jedoch immer weiter Verknüpfungen zu den Folien auf, was beim Schreiben motiviert hat. Ich fand die Aufgabe aber ein bisschen „abarbeitend“, weil man den Anspruch an sich hatte (bzw. so habe ich den Arbeitsauftrag verstanden) eine Vollständigkeit zu erreichen und möglichst alle Folieninfos in das Fallbeispiel zu packen. Damit war es eher eine Fleiß- als eine Denkaufgabe für mich. Für die Wiederholung mag es gut gewesen sein, aber ich hatte nicht das Gefühl, den Inhalt damit wirklich tiefergehend reflektieren und vor allem hinterfragen zu können. Die Aufgabe erforderte mehr Sachwissen als erwartet. Zur Aufgabenbearbeitung im Sinne der Musterlösung wäre ein wesentlich engeres Arbeiten mit den Folien nötig gewesen. Noch immer habe ich das Gefühl, dass man als Antwort auch alle Inhalte der Folie nochmal hätte zusammenfassend aufschreiben und lediglich unterteilen müssen in „wurde bereits angewandt“ und „sollte noch angewandt werden“. ","I found the sketch to be manufactured on the subject of pedagogical diagnostics surprisingly helpful and was quickly made (with the help of the foils). She also proved to be helpful for learning the foils, because when learning in digital, the over topic of the film is often lost in my head and the information is not embedded in the coarser themed structures. The task for Ms. Klammer was easy to edit. However, while editing, I continued to notice links to the films, which motivated when writing. However, I found the task a bit ""dismantled"" because you had the claim itself (or so I understood the work order) to achieve completeness and as far as possible to put all foil information in the case study. It was more of a diligence than a purchase issue for me. It may have been good for the repetition, but I did not feel that I was able to reflect the content really deeply and, above all, question it. The task required more material knowledge than expected. For tasks in the sense of the sample solution, a much closer work with the foils would have been necessary. I still have the feeling that as an answer you would have to write down all the content of the film again and only have to divided into ""has already been applied"" and ""should still be used""."
73,El14KC,"ich wusste nicht viel zu pädagogischer Diagnostik und konnte mir nicht wahnsinnig viel darunter vorstellen.ich bin ganz gut mit den Folien zurechtgekommen, jedoch fand ich, dass man erst nach mehrmaligem Durchlesen ein Zusammenhang geknüpft werden konnte. die Literatur hat oftmals nur verwirrt. manche Fachausdrücke werden nicht erklärt. ich bin mir sicher, dass ich als Lehrerin viel von meinem gelernten Wissen anwenden kann. vieles ist brauchbar und es waren konkrete Beispiele dabei, sodass ich es gut anwenden kann","I didn't know much about pedagogical diagnostics and couldn't imagine a lot underneath. I got along quite well with the foils, but I found that a connection could only be made after reading it several times. The literature has often only confused. Some technical terms are not explained. I am sure that as a teacher I can use a lot of my learned knowledge. A lot is usable and there were concrete examples, so I can use it well"
74,ch02zü,"Allgemein lässt sich sagen, dass meine Ausführungen die meisten Kerninhalte des Feedbacks enthielten. Allerdings fehlte bei mir das Erwähnen von vielen anderen Punkten, die Teil der pädagogischen Diagnostik sind. Manche davon konnte man auf das Fallbeispiel nicht so anwenden, dass sie Teil der Lösung wären, weshalb ich nicht darauf kam, sie überhaupt zu erwähnen und bei anderen Inhalten habe ich es nicht als notwendig empfunden sie zu erwähnen, weil sie nicht zur Beantwortung der Frage beitragen würden. Ein Beispiel für einen Unterpunkt, den ich nicht erwähnt habe, der aber im Portfolio vorkam war die Kategorisierung der Diagnoseinstrumente durch eine Klassifizierung, als traditionell oder nicht traditionelle Instrumente. Hier bin ich wahrscheinlich nicht darauf gekommen, weil ich es nicht als wichtig empfunden habe. Außerdem fehlte bei mir die Einschätzung darüber, wie hoch der Grad der Beteiligung ist. Rückblickend ist das aber schon wichtig zu erwähnen, weil man daraus erkennt, inwiefern ein Schüler durch eine jeweilige Diagnose gefördert werden kann, weil er Teil eines Prozesses ist und sich in seinen Sorgen und Problemen abgeholt fühlt. Des Weiteren habe ich bei der Strukturierung des Feldes den Standartisierungsgrad und die Bezugsnormorientierung ausgelassen. Dass es sich bei der von der Lehrerin schon verwendeten Diagnose um eine Statusdiagnose und bei der, die sie noch integrieren sollte um eine Prozessdiagnostik handelt, habe ich herausgearbeitet, allerdings fehlte bei mir eine ausführlichere Erklärung. Ich hatte also eine Erklärung, welche ich im Nachhinein als zu knapp bezeichnen würde. Dazu würde dann auch eine ausführlichere Erklärung meines Vorschlages gehört. Somit lässt sich sagen, dass bei mir sehr viele allgemeine Ausführungen gefehlt haben, meine Lösung aber die wichtigsten Inhalte beinhaltet.","In general, it can be said that my explanations contained most of the core content of the feedback. However, I lacked the mention of many other points that are part of pedagogical diagnostics. Some of them could not be applied to the case example in such a way that they were part of the solution, which is why I did not come to mention them at all and in other content I did not find it necessary to mention them because they do not answer the question would contribute. An example of a sub -item that I did not mention, but it occurred in the portfolio was the categorization of the diagnostic instruments through a classification, as traditional or not traditional instruments. I probably didn't get it here because I didn't find it important. I also lack the assessment of how high the degree of participation is. In retrospect, however, this is important to mention, because it can be seen from the extent to which a student can be promoted by a respective diagnosis because he is part of a process and feels picked up in his worries and problems. Furthermore, when structuring the field, I left the degree of standardization and the reference norm orientation. I have worked out that the diagnosis already used by the teacher was a status diagnosis and that should be integrated by process diagnosis, but I lacked a more detailed explanation. So I had an explanation that I would describe as too short afterwards. This would also include a more detailed explanation of my proposal. It can therefore be said that a lot of general explanations have been missing from me, but my solution includes the most important content."
75,MA13NÜ,"Zunächst konnte ich mir nichts konkretes Vorstellen, als ich das Fallbeispiel durchlas. Danach schaute ich mir die Vorlesung an, in der Verfahren zur Pädagogischen Didaktik vorgestellt wurden. „Formative“ und „effektive“ Leistungsmessung waren neue Begriffe für mich, die ich jetzt in meinen Alltag als Lehrer integrieren kann. Nachdem ich mit den wichtigsten Verfahren und Begriffen vertraut war, konnte ich das Fallbeispiel verstehen und die Verfahren, die Frau Klammer wählte und das Verhalten der Schüler genauer benennen. Weil mir die Verfahren der Leistungsmessung nun bekannt waren, fiel mir die Bearbeitung nicht mehr schwer. Nachdem ich mir die Musterlösung angeschaut hatte, kann ich sagen, dass ich mit den Verfahren der Leistungsmessung gut zurechtgekommen bin und den Fall größtenteils richtig analysiert habe. Die schriftliche Bearbeitung hat mir insgesamt keine Schwierigkeiten bereitet.","At first I couldn't imagine anything concrete when I went through the case study. Then I looked at the lecture in which pedagogical didactics procedure were presented. ""Formative"" and ""effective"" performance measurement were new terms for me that I can now integrate into my everyday life as a teacher. After I was familiar with the most important procedures and terms, I was able to understand the case study and the procedures that Ms. chief chose and named the behavior of the students more precisely. Because the procedure for performance measurement was now aware of it, it was no longer difficult for me to edit. After looking at the sample solution, I can say that I got along well with the performance measurement methods and mostly analyzed the case correctly. Overall, the written processing gave me no difficulties."
76,RA19NÜ,"Bevor ich die Folien zum Thema „Diagnostik“ angeschaut habe, habe ich mir dafür die Aufgabenstellung durchgelesen und erstmals aufgeschrieben was ich unter der Aufgabenstellung verstehe. Danach habe ich mir die Folien intensiver durchgelesen und versucht zusammenzufassen und die Wichtigen begriffe hierfür zu Markieren. Zur Hilfe habe ich auch mein Praktikumsbericht durchgelesen und Information die dafür relevant sind herausgeschrieben. Während der Aufgabenbearbeitung ist mir dann aufgefallen das dass verstehen von den Aufgabenstellung schwer gefallen ist. So habe ich mir zur Hilfe der Bearbeitung der Aufgaben zwei Prompts genommen, die dann auch wirklich gut für die bearbeitung geholfen haben. Nachdem die Aufgabenstellung verstanden hat ging die Bearbeitung auch relativ zügig voran. Nach der Bearbeitung ist mir dann aufgefallen das ich recht viel dazu zusagen habe. Jedoch könnte es auch daran liegen das ich die Prompts zur Hilfe genommen habe und somit mehr zum schreiben hatte als gedacht. So denke ich wenn die Prompts nicht da wären, wäre mir zum Thema und zum bearbeiten nicht allzu viel eingefallen. Für die Reflexion selbst habe ich auch einen Prompt zur Hilfe genommen um zu verstehen wie ich nun vorgehen muss.","Before I looked at the foils on the subject of ""diagnostics"", I read the task for this and wrote down for the first time what I meant by the task. After that, I read the foils more intensely and tried to summarize and mark the important terms for this. To help, I also read my internship report and information that is relevant for this. During the task processing, I noticed that understanding of the task was difficult. So I took two prompts to help the work of the tasks, which then helped really well for processing. After the task was understood, the processing also progressed relatively quickly. After processing, I noticed that I have a lot to say about it. However, it could also be because I had the prompts to help and therefore had more to write than expected. So I think if they were not there, I wouldn't have thought of too much about the topic and editing. For the reflection itself, I also promptly used you to understand how I have to proceed."
